Date,Open,High,Low,Close,Adj Close,Volume
2020-06-09,36.950001,37.301998,34.773998,35.224998,35.224998,425439479
2020-06-10,35.935001,36.970001,34.665001,35.020000,35.020000,305961335
2020-06-11,33.500000,33.544998,32.000000,32.044998,32.044998,315551500
2020-06-12,31.240000,32.930000,30.660000,31.930000,31.930000,338964066
2020-06-15,30.445000,32.939999,30.889999,31.530001,31.530001,224145197
2020-06-16,32.935001,34.080002,32.360001,33.150002,33.150002,343539819
2020-06-17,33.095001,33.735001,32.279999,32.575001,32.575001,183578500
2020-06-18,32.235001,33.134998,31.895000,32.430000,32.430000,140368209
2020-06-19,32.939999,32.939999,32.080002,32.235001,32.235001,320598770
2020-06-22,31.825001,32.209999,31.309999,31.645000,31.645000,442958262
2020-06-23,31.865000,32.952000,31.760000,32.744999,32.744999,171134869
2020-06-24,32.485001,33.154999,31.610001,31.610001,31.610001,183221384
2020-06-25,31.299999,31.900000,30.514999,31.620001,31.620001,238814859
2020-06-26,32.070000,32.180000,30.993000,31.084999,31.084999,165673375
2020-06-29,30.990000,31.485001,30.400000,31.254999,31.254999,219927377
2020-06-30,31.264999,31.580000,30.639999,31.174999,31.174999,216798060
2020-07-01,31.170000,31.350000,30.469999,30.700001,30.700001,214762975
2020-07-02,31.160000,32.084999,30.915001,31.850000,31.850000,246512863
2020-07-03,31.785000,32.040001,30.725000,31.025000,31.025000,133792963
2020-07-06,30.830000,32.000000,30.745001,31.205000,31.205000,239588682
2020-07-07,30.900000,31.389999,30.708000,30.740000,30.740000,151273183
2020-07-08,30.480000,31.055000,30.330000,30.719999,30.719999,170320859
2020-07-09,31.000000,31.110001,29.629999,29.735001,29.735001,218302938
2020-07-10,29.475000,30.510000,29.245001,30.455000,30.455000,225317607
2020-07-13,31.000000,31.270000,30.280001,30.639999,30.639999,147069644
2020-07-14,30.120001,30.820000,29.920000,30.105000,30.105000,204167953
2020-07-15,30.299999,30.485001,29.665001,30.385000,30.385000,193431901
2020-07-16,30.235001,30.650000,30.049999,30.530001,30.530001,126076131
2020-07-17,30.299999,30.700001,29.879999,30.565001,30.565001,205731994
2020-07-20,30.150000,30.700001,30.105000,30.410000,30.410000,116012735
2020-07-21,30.740000,31.170000,30.165001,30.504999,30.504999,178419771
2020-07-22,30.500000,30.790001,30.045000,30.320000,30.320000,284988418
2020-07-23,30.430000,30.530001,30.000000,30.165001,30.165001,148677270
2020-07-24,30.000000,30.235001,29.655001,29.695000,29.695000,151008724
2020-07-27,29.684999,29.827000,28.719999,28.900000,28.900000,352244425
2020-07-28,28.875000,29.230000,28.559999,29.219999,29.219999,165473357
2020-07-29,29.450001,29.540001,28.295000,28.365000,28.365000,222117317
2020-07-30,27.000000,27.608000,25.709999,26.205000,26.205000,714742095
2020-07-31,26.500000,26.980000,25.433001,26.285000,26.285000,344278032
2020-08-03,25.965000,27.975000,25.889999,27.870001,27.870001,430663048
2020-08-04,27.740000,28.514999,27.674999,28.155001,28.155001,190376551
2020-08-05,28.424999,28.610001,27.879999,28.174999,28.174999,162668620
2020-08-06,28.120001,28.280001,27.480000,28.160000,28.160000,142120571
2020-08-07,28.070000,28.155001,27.485001,27.785000,27.785000,106901984
2020-08-10,28.215000,28.559999,27.934999,28.415001,28.415001,178864436
2020-08-11,28.730000,29.629999,28.650000,29.455000,29.455000,206300339
2020-08-12,29.455000,30.070000,29.280001,29.690001,29.690001,197218699
2020-08-13,29.285000,29.684999,29.020000,29.180000,29.180000,106759883
2020-08-14,29.014999,29.100000,28.017000,28.950001,28.950001,137246251
2020-08-17,28.840000,59.939999,28.405001,28.625000,28.625000,80176621
2020-08-18,28.190001,28.969999,28.100000,28.184999,28.184999,122824092
2020-08-19,28.139999,28.660000,28.090000,28.660000,28.660000,77516764
2020-08-20,28.075001,28.485001,28.000000,28.135000,28.135000,96885196
2020-08-21,28.209999,28.350000,27.719999,28.100000,28.100000,122047261
2020-08-24,28.315001,28.620001,27.730000,28.600000,28.600000,193878351
2020-08-25,28.825001,29.264999,28.165001,28.200001,28.200001,167338907
2020-08-26,28.180000,28.559999,28.030001,28.475000,28.475000,91481211
2020-08-27,28.320000,28.594999,28.080000,28.200001,28.200001,94257788
2020-08-28,28.235001,28.745001,28.070000,28.350000,28.350000,184729851
2020-09-01,27.809999,27.990000,26.855000,26.940001,26.940001,259148859
2020-09-02,27.000000,27.280001,26.650000,27.014999,27.014999,174328488
2020-09-03,27.280001,27.844999,26.740000,26.879999,26.879999,192771558
2020-09-04,26.799999,27.625000,26.719999,26.940001,26.940001,198721877
2020-09-07,27.004999,27.169001,26.360001,26.965000,26.965000,353944866
2020-09-08,27.020000,27.254999,26.183001,26.459999,26.459999,163059131
2020-09-09,26.315001,26.600000,25.955000,26.475000,26.475000,169263018
2020-09-10,26.410000,26.795000,25.995001,26.420000,26.420000,177914370
2020-09-11,26.350000,26.500000,25.870001,25.879999,25.879999,184051169
2020-09-14,26.045000,26.475000,25.809999,26.365000,26.365000,160823985
2020-09-15,26.174999,26.495001,25.955000,26.155001,26.155001,145267013
2020-09-16,26.165001,26.730000,25.905001,26.584999,26.584999,211594957
2020-09-17,26.180000,26.459999,26.025000,26.254999,26.254999,119767296
2020-09-18,26.200001,26.315001,25.240000,25.240000,25.240000,414288810
2020-09-21,25.000000,25.049999,23.639999,23.980000,23.980000,307397183
2020-09-22,24.260000,24.740000,23.584999,24.290001,24.290001,252300413
2020-09-23,24.240000,25.280001,24.205000,24.584999,24.584999,223024340
2020-09-24,24.040001,25.150000,23.889999,24.580000,24.580000,194865701
2020-09-25,24.820000,25.230000,24.625000,24.719999,24.719999,196214677
2020-09-28,25.200001,26.725000,24.549000,26.594999,26.594999,313030166
2020-09-29,26.440001,26.559999,26.105000,26.129999,26.129999,170484572
2020-09-30,25.764999,26.770000,25.597000,26.355000,26.355000,221981207
2020-10-01,26.740000,26.969999,25.934999,26.530001,26.530001,147912748
2020-10-02,26.120001,27.195000,26.010000,27.195000,27.195000,167305647
2020-10-05,27.815001,27.945000,26.705000,26.985001,26.985001,159558443
2020-10-06,27.495001,27.955000,27.100000,27.955000,27.955000,277883984
2020-10-07,27.830000,28.820000,27.600000,27.900000,27.900000,182387381
2020-10-08,28.030001,28.615000,27.715000,28.375000,28.375000,186415374
2020-10-09,28.500000,28.785000,28.180000,28.225000,28.225000,171781390
2020-10-12,28.445000,28.715000,28.030001,28.070000,28.070000,149113706
2020-10-13,28.155001,28.204000,26.635000,26.870001,26.870001,257931793
2020-10-14,26.879999,27.325001,26.770000,26.959999,26.959999,142900459
2020-10-15,26.570000,26.775000,25.985001,26.590000,26.590000,142107014
2020-10-16,26.860001,27.080000,26.110001,27.010000,27.010000,163889626
2020-10-19,27.065001,27.670000,26.770000,27.120001,27.120001,133608836
2020-10-20,27.020000,27.440001,26.760000,27.174999,27.174999,157730479
2020-10-21,27.165001,27.545000,26.844999,27.165001,27.165001,165557147
2020-10-22,27.150000,27.920000,26.915001,27.915001,27.915001,157125926
2020-10-23,28.400000,29.702000,27.950001,29.285000,29.285000,293985333
2020-10-26,28.870001,29.844999,28.205000,29.049999,29.049999,242786482
2020-10-27,29.695000,29.815001,28.145000,28.325001,28.325001,180792193
2020-10-28,27.740000,28.080000,27.035000,27.650000,27.650000,312479477
2020-10-29,27.490000,29.070000,27.355000,28.280001,28.280001,246260835
2020-10-30,27.955000,28.478001,27.674999,28.025000,28.025000,178083538
2020-11-02,27.815001,27.915001,27.100000,27.830000,27.830000,164977085
2020-11-03,28.075001,29.395000,27.875000,29.245001,29.245001,191093059
2020-11-04,28.170000,29.120001,27.875000,28.520000,28.520000,160111489
2020-11-05,28.610001,28.745001,27.219999,27.709999,27.709999,280894568
2020-11-06,27.870001,28.290001,27.365000,27.365000,27.365000,189650158
2020-11-09,27.715000,31.820000,27.365000,30.780001,30.780001,555165909
2020-11-10,31.280001,33.075001,30.820000,32.134998,32.134998,434823444
2020-11-11,32.115002,33.700001,31.870001,33.380001,33.380001,342572026
2020-11-12,32.889999,33.735001,32.290001,33.470001,33.470001,242164742
2020-11-13,33.070000,35.000000,32.619999,34.720001,34.720001,335666802
2020-11-16,35.099998,36.445000,35.025002,35.590000,35.590000,335834224
2020-11-17,35.720001,36.150002,35.077999,35.595001,35.595001,265795860
2020-11-18,35.544998,36.000000,34.853001,35.665001,35.665001,253504305
2020-11-19,35.000000,35.759998,34.825001,35.654999,35.654999,330453203
2020-11-20,35.599998,36.264999,35.000000,35.814999,35.814999,236741478
2020-11-23,36.150002,37.380001,35.549999,37.200001,37.200001,269962523
2020-11-24,37.450001,39.868999,37.299999,39.500000,39.500000,383355000
2020-11-25,40.680000,40.819000,37.504002,38.130001,38.130001,367835127
2020-11-26,38.139999,38.150002,35.772999,36.455002,36.455002,157273979
